emotion_quadrant,music_name,avg_note_velocity,std_note_velocity,total_midi_events,num_note_on_events,pitch_range,min_note_pitch
Q3,Q3_AacIP9mDLw8_1,32.5699,32.9756,428,372,41,37
Q3,Q3_BIRDDxz0E4c_0,29.3767,30.5163,334,292,43,42
Q3,Q3_By3JCii1k3w_1,31.7965,33.3373,360,344,43,43
Q3,Q3_By3JCii1k3w_2,30.8703,32.6525,328,316,50,36
Q3,Q3_BzqX-9TA-GY_0,31.8293,33.3321,100,82,22,60
Q3,Q3_D3onzY4MNxE_0,28.4645,29.8138,350,282,43,37
Q3,Q3_D3onzY4MNxE_1,28.8719,30.5029,298,242,38,42
Q3,Q3_D8Ed5PZXfF4_0,20.1037,23.3377,394,376,40,36
Q3,Q3_DYBBfpEx-JI_4,46.356,47.0367,446,382,68,26
Q3,Q3_E5qEloUO3SM_1,21.4059,23.7414,418,372,53,33
Q3,Q3_FH28sPhm9Dc_0,31.5577,33.7467,456,364,43,49
Q3,Q3_FOcdHIhI0_s_0,38.0649,38.5679,212,154,57,38
Q3,Q3_FUAK5TBaNY8_0,35.6866,37.1671,602,552,61,36
Q3,Q3_FUAK5TBaNY8_2,36.5167,38.2266,452,420,52,52
Q3,Q3_FUAK5TBaNY8_3,35.9543,37.5529,364,328,44,48
Q3,Q3_G4rL_OtfFAU_0,20.8571,23.2483,800,756,45,32
Q3,Q3_G4rL_OtfFAU_1,28.5846,29.8344,1498,1418,47,42
Q3,Q3_H6_7DjsbROQ_0,19.4408,20.6503,644,608,31,41
Q3,Q3_H6_7DjsbROQ_1,20.1373,21.4616,486,466,35,41
Q3,Q3_H6_7DjsbROQ_4,18.9615,20.2762,436,416,35,41
Q3,Q3_IH2KrGjKXw0_0,25.4535,27.0601,330,258,36,37
Q3,Q3_IH2KrGjKXw0_2,26.7599,28.737,340,304,52,25
Q3,Q3_ISCVfmBvYoM_0,24.8918,27.5145,536,490,16,62
Q3,Q3_Ie5koh4qvJc_0,20.0909,21.6373,494,462,44,36
Q3,Q3_Ie5koh4qvJc_14,27.2215,29.6845,376,298,45,36
Q3,Q3_Ie5koh4qvJc_15,25.9901,27.9234,600,506,48,33
Q3,Q3_Ie5koh4qvJc_18,25.5337,26.9981,462,416,36,36
Q3,Q3_Ie5koh4qvJc_19,27.471,29.7856,328,276,41,42
Q3,Q3_Ie5koh4qvJc_2,26.4552,28.3207,338,290,53,42
Q3,Q3_Ie5koh4qvJc_23,27.9416,29.2122,516,462,42,35
Q3,Q3_Ie5koh4qvJc_24,18.6842,20.658,598,570,44,35
Q3,Q3_Ie5koh4qvJc_29,27.9688,30.1118,170,128,38,41
Q3,Q3_Ie5koh4qvJc_3,27.0232,29.1265,358,302,53,42
Q3,Q3_Ie5koh4qvJc_5,31.0625,31.8495,340,288,42,40
Q3,Q3_Ie5koh4qvJc_8,32.5627,33.3469,756,638,49,42
Q3,Q3_ItGNJM6skM4_0,29.6258,30.1575,1018,938,48,41
Q3,Q3_JNzqL24ZcZ8_0,15.858,17.6257,568,528,58,25
Q3,Q3_JT1XJnVmABo_1,34.779,35.7683,492,448,39,44
Q3,Q3_K84TcgjCRt4_2,29.2205,31.3806,562,508,44,41
Q3,Q3_MbvPxCUMSek_0,23.5861,25.0938,298,244,31,39
Q3,Q3_MbvPxCUMSek_2,25.4767,27.9694,208,172,36,41
Q3,Q3_NTI9ode6bRk_0,34.9963,35.6354,422,272,38,45
Q3,Q3_NTI9ode6bRk_1,33.3853,34.6559,470,340,45,40
Q3,Q3_OO7zYVeK814_0,26.5926,28.7257,340,270,46,37
Q3,Q3_OO7zYVeK814_1,26.9915,28.5012,442,352,52,33
Q3,Q3_OO7zYVeK814_2,26.5,28.6912,244,192,48,33
Q3,Q3_Oku8sIpTMAE_3,20.443,22.3994,392,386,39,45
Q3,Q3_P-We4q3goKU_0,34.64,35.1618,418,350,51,30
Q3,Q3_PLfFWFZflQU_0,23.2014,26.1279,472,432,49,40
Q3,Q3_PLfFWFZflQU_1,27.8016,29.8045,702,620,58,33
Q3,Q3_PXOWy7NiZhk_1,26.3767,27.4275,344,292,58,29
Q3,Q3_QJlnTN7HRwE_0,23.2553,25.2749,228,188,41,40
Q3,Q3_QJlnTN7HRwE_1,26.5,28.9086,250,206,38,41
Q3,Q3_QJlnTN7HRwE_2,25.3084,27.3581,248,214,47,41
Q3,Q3_QJlnTN7HRwE_3,22.7867,24.7023,326,286,60,29
Q3,Q3_REq37pDAm3A_1,31.3539,32.474,428,356,48,44
Q3,Q3_REq37pDAm3A_3,29.5977,30.7,604,522,55,41
Q3,Q3_RiQMuhk_SuQ_0,30.2349,30.7673,202,166,38,41
Q3,Q3_TYkTOwBfFB8_1,23.8263,25.8248,630,616,41,40
Q3,Q3_TonQX8XbvX8_1,21.5673,23.3175,388,342,36,40
Q3,Q3_TonQX8XbvX8_2,24.0904,25.857,390,354,44,28
Q3,Q3_TonQX8XbvX8_3,23.6813,25.2849,370,342,43,36
Q3,Q3_UJcnNfeCN1c_0,34.4286,34.8807,302,266,34,53
Q3,Q3_X1p8xcarVu0_2,27.1905,29.3269,316,294,54,40
Q3,Q3_X1p8xcarVu0_3,29.2331,31.0505,290,266,36,39
Q3,Q3_ZvD8QSO7NPw_1,23.4585,26.2258,656,626,45,39
Q3,Q3_ZvD8QSO7NPw_2,26.051,29.1913,1216,1138,60,38
Q3,Q3__S991V8N-8s_0,30.5233,32.283,656,558,60,32
Q3,Q3_bbU31JLtlug_0,26.4099,27.4986,698,644,49,42
Q3,Q3_bbU31JLtlug_1,24.673,26.8155,900,838,56,35
Q3,Q3_bfopzItCYrE_0,34.2939,36.102,270,228,50,29
Q3,Q3_c6CwY8Gbw0c_0,28.4093,30.435,470,430,60,32
Q3,Q3_c6CwY8Gbw0c_2,29.4872,31.456,436,392,64,37
Q3,Q3_c6CwY8Gbw0c_3,28.6092,30.6331,514,476,55,35
Q3,Q3_c6CwY8Gbw0c_4,28.9844,30.8272,778,706,55,40
Q3,Q3_cCfEDTkuMvg_0,24.1853,26.4963,264,232,44,36
Q3,Q3_egYSmNuIFGk_1,25.5822,26.9626,472,438,36,36
Q3,Q3_egYSmNuIFGk_2,33.9513,34.8551,446,390,31,48
Q3,Q3_epMOLn5Axw0_0,35.3171,37.2154,572,514,45,34
Q3,Q3_f0NbGeyJYms_0,25.9473,27.4065,538,474,62,26
Q3,Q3_fnqb8zqHqdY_0,30.1656,31.9222,362,308,46,37
Q3,Q3_fnqb8zqHqdY_1,31.0841,32.3958,248,214,45,38
Q3,Q3_fnqb8zqHqdY_2,29.8379,30.9992,410,364,45,38
Q3,Q3_fuCxYrru2S4_0,21.7033,24.5659,454,428,59,22
Q3,Q3_g-yM0Lsp4lc_0,26.9031,28.7943,372,320,41,31
Q3,Q3_gvWDOIiocuE_0,32.7668,34.3846,440,416,68,29
Q3,Q3_iRu9KQvbtVw_0,20.3921,21.4942,486,454,69,24
Q3,Q3_ii1Jw1-7Ka4_1,27.7975,28.9677,478,400,47,44
Q3,Q3_ii1Jw1-7Ka4_2,30.9039,31.7591,542,458,53,34
Q3,Q3_ijfxkQPAQdE_0,32.2205,32.7863,1372,1324,36,45
Q3,Q3_ilCcZpD39HU_0,24.4154,26.6037,316,272,38,36
Q3,Q3_ilCcZpD39HU_1,24.4291,25.2704,314,282,38,36
Q3,Q3_ilCcZpD39HU_2,27.4641,29.4658,368,334,47,34
Q3,Q3_ilCcZpD39HU_3,28.1169,29.9382,428,402,55,34
Q3,Q3_ilCcZpD39HU_4,22.65,23.7206,484,460,38,36
Q3,Q3_jTPXwbDtIpA_0,32.5772,33.3715,340,272,41,45
Q3,Q3_kDGmND1BgmA_1,39.7703,40.5711,154,148,26,69
Q3,Q3_kopwU6zpS4k_0,31.6701,32.8787,268,194,48,33
Q3,Q3_ldCQ6N9G6Mk_2,39.3053,40.4382,214,190,48,39
Q3,Q3_ldCQ6N9G6Mk_3,37.5863,39.4095,434,394,48,39
Q3,Q3_ldCQ6N9G6Mk_4,39.4452,40.6045,476,438,61,35
Q3,Q3_ltxNPJda7zE_2,41.1328,42.6954,442,384,67,26
Q3,Q3_nBIls0laAAU_2,33.0688,33.9075,770,698,45,38
Q3,Q3_nBao46YGZDg_0,29.2243,30.4817,242,214,32,45
Q3,Q3_nFunbdBrukY_0,36.9561,37.7103,344,296,41,42
Q3,Q3_p2qihp_PnLY_0,23.1831,25.7165,692,590,38,41
Q3,Q3_p2qihp_PnLY_1,27.4472,28.7786,632,606,39,40
Q3,Q3_qRceKZtwRWA_1,25.4946,27.6268,444,368,47,37
Q3,Q3_qlbazHayULg_13,27.7148,29.3223,900,866,48,28
Q3,Q3_qlbazHayULg_3,31.2838,33.1603,828,800,72,28
Q3,Q3_qlbazHayULg_9,26.988,28.3131,366,332,46,26
Q3,Q3_rEz0D3VohFA_0,30.0855,31.0988,194,152,47,25
Q3,Q3_rrD7XMtPs0Q_0,25.8243,29.0001,430,370,30,43
Q3,Q3_tfuul78deOs_1,31.2,32.6449,404,350,41,40
Q3,Q3_tw_lArYiHTo_0,24.7438,25.9293,762,648,48,29
Q3,Q3_uj3Gif77SYM_1,19.3429,22.541,330,312,48,39
Q3,Q3_uj3Gif77SYM_2,24.0636,25.861,484,456,39,39
Q3,Q3_uj3Gif77SYM_3,26.9372,28.8295,910,812,31,51
Q3,Q3_uj3Gif77SYM_4,28.5747,30.0204,1310,1218,58,33
Q3,Q3_uj3Gif77SYM_5,26.9823,28.7753,1106,1018,61,34
Q3,Q3_uj3Gif77SYM_6,28.1802,29.9928,662,616,54,41
Q3,Q3_uj3Gif77SYM_7,27.5933,28.6411,944,868,41,38
Q3,Q3_uj3Gif77SYM_8,28.0205,29.1762,1362,1268,46,37
Q3,Q3_v2an-9szi8M_0,23.3987,27.6762,350,316,32,40
Q3,Q3_vVTP0DOL_2Q_1,34.0301,37.7914,346,332,48,56
Q3,Q3_veG92Oi-DlU_0,27.7344,29.3817,504,418,43,30
Q3,Q3_veG92Oi-DlU_1,30.2,32.0276,454,390,40,42
Q3,Q3_wfXSdMsd4q8_1,37.29,39.1545,370,300,38,50
Q3,Q3_wfXSdMsd4q8_2,34.8754,36.4967,626,570,51,37
Q3,Q3_wfXSdMsd4q8_3,42,43.3469,518,476,62,38
Q3,Q3_wfXSdMsd4q8_4,35.7625,37.5849,532,480,60,40
Q3,Q3_wlOa1jkTn_U_0,24.0571,25.5985,644,630,59,28
Q3,Q3_wqc8iqbDsGM_1,29.3206,30.2848,296,262,32,36
Q3,Q3_wqc8iqbDsGM_2,32.0805,33.368,522,472,65,38
Q3,Q3_wqc8iqbDsGM_3,28.8185,29.9643,306,248,34,29
Q3,Q3_wqc8iqbDsGM_4,32.3106,33.536,444,396,50,41
Q3,Q3_wxXpvnmq_-E_0,27.9118,29.4804,378,340,41,28
Q3,Q3_wxXpvnmq_-E_2,28.8692,30.6951,286,260,53,36
Q3,Q3_xIsvaT20pZ0_0,24.8867,26.921,448,362,44,40
Q3,Q3_xIsvaT20pZ0_1,24.1745,26.597,532,424,48,36
Q3,Q3_xYZ8n8ULaNo_0,18.6783,20.0972,302,230,52,29
Q3,Q3_xYZ8n8ULaNo_1,19.3088,20.6707,442,340,48,29
Q3,Q3_yZGBxiNPu3k_1,32.9921,34.3404,408,378,48,43
Q3,Q3_yZGBxiNPu3k_2,32.5762,33.6027,610,564,60,24
Q3,Q3_zMa78n8ULtE_1,27.301,28.4009,214,206,49,40
Q3,Q3_zjr_-ql5Avk_0,24.6017,24.9687,138,118,34,42
Q3,Q3_zjr_-ql5Avk_1,22.3656,23.314,194,186,50,31
Q3,Q3_zjr_-ql5Avk_2,23.4583,24.1145,144,120,46,30
Q3,Q3_zvWX_dwQPtU_0,25.5985,27.7514,436,396,51,33
Q3,Q3_zvWX_dwQPtU_1,31.9231,33.8993,560,520,61,40
Q3,Q3_zvWX_dwQPtU_2,30.6308,32.4017,626,604,67,34
Q4,Q4_--2B4d4lQhs_3,41.7801,42.5906,400,332,48,33
Q4,Q4_-_FjI4bT2Wo_1,32.0091,33.1156,498,440,48,40
Q4,Q4_-_FjI4bT2Wo_2,29.7539,30.9755,292,256,48,40
Q4,Q4_0c2dTJTDUR4_1,36.2321,37.2268,320,280,55,28
Q4,Q4_1A9Hh2GrDTs_0,35.806,36.7855,538,500,38,41
Q4,Q4_1Qc15G0ZHIg_0,29.6042,30.6024,336,288,48,28
Q4,Q4_1fdxsFbnsX4_1,30.7,31.709,408,320,44,40
Q4,Q4_1vjy9oMFa8c_0,28.4149,30.7982,514,470,55,27
Q4,Q4_1vjy9oMFa8c_1,29.0229,31.149,240,218,55,27
Q4,Q4_1vjy9oMFa8c_3,30.464,32.3542,244,222,55,27
Q4,Q4_2Z9SjI131jA_5,34.2857,34.6703,302,266,51,38
Q4,Q4_2Z9SjI131jA_6,33.9229,34.1451,472,428,52,36
Q4,Q4_2w5XkAt_3WU_0,24.1629,26.3377,288,264,58,26
Q4,Q4_3N2G21U7guk_0,33.0523,34.192,202,172,48,43
Q4,Q4_3N2G21U7guk_1,32.2167,33.4086,336,300,41,38
Q4,Q4_3N2G21U7guk_2,33.1707,34.06,192,164,39,47
Q4,Q4_3N2G21U7guk_4,29.2982,30.5918,366,332,48,37
Q4,Q4_3TYeU9idRGI_0,25.4294,26.7579,218,170,47,29
Q4,Q4_5DqIntcmdRI_1,19.5118,21.5811,504,424,52,30
Q4,Q4_5J_zI7QE9W8_0,24.7907,26.4837,570,540,46,39
Q4,Q4_5Ju9q1N2x0E_0,21.4228,24.9731,622,596,50,40
Q4,Q4_5Ju9q1N2x0E_1,24.5049,27.1367,878,812,57,33
Q4,Q4_61EA0xRX8gE_2,41.5868,42.2788,534,484,54,29
Q4,Q4_6kRPHamGDSo_2,34.4486,36.2153,400,370,48,50
Q4,Q4_6oLmO9ZSJt0_0,30.2528,31.4746,848,716,53,43
Q4,Q4_6oLmO9ZSJt0_1,33.2857,34.0951,184,140,43,40
Q4,Q4_7yW9c7t8Hq0_0,33.2035,35.5194,266,226,44,38
Q4,Q4_8TYY0qG-KOw_0,30.9956,31.9656,502,456,67,32
Q4,Q4_9eMxCs-LXCE_0,24.5722,26.4013,212,180,38,38
Q4,Q4_9eMxCs-LXCE_2,27.5944,29.6264,532,466,43,41
Q4,Q4_9v2WSpn4FCw_9,43.1133,44.3389,424,362,51,29
Q4,Q4_ADJ_PDauy-g_0,20.4898,21.7431,242,196,43,29
Q4,Q4_ADJ_PDauy-g_2,20.6722,22.2332,400,360,63,26
Q4,Q4_BIRDDxz0E4c_1,27.6326,29.1383,300,264,41,39
Q4,Q4_BaHHHgDd0BU_0,17.502,19.6114,572,502,64,30
Q4,Q4_CkjAksZstEA_0,27.7206,28.3284,246,204,24,47
Q4,Q4_CkjAksZstEA_1,25.0143,25.7628,328,280,34,38
Q4,Q4_DX1IK3z1w10_0,36.2232,37.5492,504,466,40,37
Q4,Q4_DvIH5yUrboc_2,21.3801,22.5371,624,592,42,37
Q4,Q4_Dw7M69CidJ8_2,21.023,22.0541,868,782,44,36
Q4,Q4_E5qEloUO3SM_0,17.6027,19.1328,508,448,50,26
Q4,Q4_E6MARl3zjnQ_0,22.1973,23.5162,668,588,46,34
Q4,Q4_FSzOgraSKhs_1,28.3545,29.8337,394,330,47,38
Q4,Q4_FoTXpYZXxJs_1,28.0792,29.5574,284,240,48,36
Q4,Q4_FyK_c-TIcCA_1,24.2324,26.2718,706,680,49,42
Q4,Q4_FyK_c-TIcCA_2,23.5712,25.1576,2246,2206,45,38
Q4,Q4_GAvPwG2wYZM_1,23.2927,26.1659,384,328,54,33
Q4,Q4_GbUV3TXUzeQ_0,29.7673,30.8739,508,434,48,39
Q4,Q4_HQ8ISDX6PiI_0,28.0107,29.1158,546,468,36,36
Q4,Q4_HQ8ISDX6PiI_1,27.7885,28.9972,424,364,36,38
Q4,Q4_Hwd6l9jK7bo_0,22.6723,23.6734,328,296,36,40
Q4,Q4_I2MrA-o5H8I_1,17.9348,19.2572,754,706,45,31
Q4,Q4_I2MrA-o5H8I_2,17.6504,18.6776,858,818,32,35
Q4,Q4_Ie5koh4qvJc_20,30.7533,31.8159,506,450,51,41
Q4,Q4_Ie5koh4qvJc_21,31.7295,32.359,884,780,52,41
Q4,Q4_Ie5koh4qvJc_27,27.3763,29.2395,640,590,47,43
Q4,Q4_Ie5koh4qvJc_28,25.9844,27.3216,522,448,50,36
Q4,Q4_Ie5koh4qvJc_31,34.9417,36.3217,408,326,52,36
Q4,Q4_J6X3rVU1H-c_0,40.524,41.9572,240,208,34,61
Q4,Q4_JP3QKZlyQz4_0,26.7828,28.2286,258,198,35,41
Q4,Q4_JP3QKZlyQz4_1,27.5136,28.704,276,220,35,41
Q4,Q4_JP3QKZlyQz4_2,25.6935,26.9215,228,186,36,36
Q4,Q4_JT1XJnVmABo_0,28.8418,29.9221,442,392,32,44
Q4,Q4_JT1XJnVmABo_1,34.1816,35.1977,534,490,39,44
Q4,Q4_JT1XJnVmABo_2,32.0976,32.9509,278,246,40,45
Q4,Q4_JxSU49jFKwM_0,25.7262,27.0564,398,336,43,41
Q4,Q4_JxSU49jFKwM_1,26.9628,28.4518,292,242,44,40
Q4,Q4_KRlAez34QfE_0,26.1853,28.2791,384,340,41,41
Q4,Q4_KRlAez34QfE_2,28.0533,30.2061,374,338,53,41
Q4,Q4_KxlqB3j0zys_2,30.817,32.6328,492,448,55,38
Q4,Q4_KxlqB3j0zys_3,30.2543,32.0183,622,582,64,33
Q4,Q4_NP0lwB-_-og_0,30.3987,32.4029,360,316,54,29
Q4,Q4_OUb9uaOlWAM_0,29.9286,30.97,242,182,50,36
Q4,Q4_OgkB7PfqWzA_0,29.6845,30.4551,240,168,48,32
Q4,Q4_OgkB7PfqWzA_1,28.8478,29.5024,240,184,47,32
Q4,Q4_OoxI6k0Qsno_0,26.2119,27.892,272,236,36,41
Q4,Q4_OyaY4213c2A_0,34.9398,37.4344,580,532,60,43
Q4,Q4_OyaY4213c2A_1,33.6192,36.9192,360,344,60,33
Q4,Q4_PK8YIUaV3Xw_1,23.7589,25.0037,328,282,40,41
Q4,Q4_PZN7XLKzLDI_1,26.3264,27.5837,574,530,52,36
Q4,Q4_Q49PWE0RJLY_0,24.6661,25.8813,616,548,55,23
Q4,Q4_Q49PWE0RJLY_1,29.8255,30.9176,442,384,52,35
Q4,Q4_T92R7xjce34_0,37.2984,38.7857,466,382,38,37
Q4,Q4_TOXg4-ZGb-g_1,27.8696,29.6967,272,230,46,36
Q4,Q4_TOXg4-ZGb-g_2,23.6723,25.8948,284,238,48,31
Q4,Q4_Tc684nD8CEA_1,29.3551,31.4165,304,276,48,39
Q4,Q4_Tc684nD8CEA_2,27.6696,29.2856,372,336,40,39
Q4,Q4_Tc684nD8CEA_3,30.2936,32.0713,384,344,46,41
Q4,Q4_TcFVq0leii4_0,31.8322,32.3107,390,304,31,50
Q4,Q4_UaYYMRkHMYc_0,14.6011,15.6226,1108,1078,40,32
Q4,Q4_UbKAl4roB8k_0,20.9007,21.7637,620,574,38,38
Q4,Q4_UpHutdJvZMI_0,22.3702,23.8283,316,262,48,36
Q4,Q4_Ury1cdB79s0_0,22.6587,24.4219,284,208,45,43
Q4,Q4_V3Y9L4UOcpk_1,32.1883,33.7119,534,494,52,35
Q4,Q4_VCSDjQxAJzc_0,23.2207,24.4052,464,426,38,36
Q4,Q4_VCSDjQxAJzc_1,23.8431,25.2711,422,376,43,36
Q4,Q4_VCSDjQxAJzc_2,21.8451,24.0451,248,226,50,24
Q4,Q4_V_jbWvQNh5c_0,28.8059,29.7873,238,170,31,42
Q4,Q4_XC_SiJszQx0_2,28.3427,30.9022,284,248,34,45
Q4,Q4_XWk5XUEBXmg_1,24.1763,26.5981,444,346,43,43
Q4,Q4_Xf2fox7zhCQ_0,24.4973,26.313,398,372,38,37
Q4,Q4_Xf2fox7zhCQ_1,27.8648,29.1719,342,318,44,41
Q4,Q4_Xf2fox7zhCQ_2,25.6532,27.1889,402,372,51,34
Q4,Q4_Xlv4PPGrRRs_1,24.3451,25.3738,418,368,41,37
Q4,Q4_Y1F0c3zgMJo_0,24.3642,25.5534,392,346,46,28
Q4,Q4_YAAxPW1GB7w_0,21.042,22.6723,288,238,36,42
Q4,Q4__BK2o77sTc0_2,27.1177,28.2779,644,586,46,52
Q4,Q4_a5QCcwEjxAk_0,25.1054,26.6117,354,294,43,38
Q4,Q4_a5QCcwEjxAk_1,26.0317,27.5261,296,252,47,41
Q4,Q4_aQ4PIaRMLwE_0,28.2304,29.3994,256,204,35,41
Q4,Q4_aQ4PIaRMLwE_1,28.582,29.8342,462,366,48,41
Q4,Q4_bfopzItCYrE_2,34.8855,36.1627,414,358,53,29
Q4,Q4_biROWEwkDQQ_0,30.9069,32.4077,438,376,55,28
Q4,Q4_biROWEwkDQQ_1,30.1204,32.0716,558,490,57,28
Q4,Q4_biROWEwkDQQ_2,33.6241,34.8741,334,290,53,28
Q4,Q4_cXxGBDgFCs8_2,28.5185,29.915,386,324,55,37
Q4,Q4_d_49EtXDMFE_1,30.7992,32.2811,294,264,44,44
Q4,Q4_d_49EtXDMFE_2,26.958,28.9862,262,238,55,40
Q4,Q4_e838BE_MH6s_0,33.1936,35.0773,612,532,59,39
Q4,Q4_fOYX0uH8mSQ_0,25.5606,26.9846,374,330,36,43
Q4,Q4_fShAWhXIits_0,35.5766,36.4284,882,744,43,26
Q4,Q4_fShAWhXIits_1,38.3232,39.1846,404,362,47,24
Q4,Q4_g15aRCHUJEI_0,25.9433,27.7818,316,282,31,44
Q4,Q4_gwmVjvR-sVs_2,39.6526,41.6179,210,190,55,36
Q4,Q4_gxsdWKc1QaM_0,29.3997,30.1242,652,588,34,48
Q4,Q4_heBmBQDWj-M_1,22.2127,23.171,498,456,43,28
Q4,Q4_hoPp_GLXQis_0,25.8841,27.4769,634,578,40,41
Q4,Q4_hoPp_GLXQis_1,25.5854,27.0206,358,316,52,24
Q4,Q4_iHPKusssXzk_1,20.5417,22.0959,434,384,36,37
Q4,Q4_iHPKusssXzk_2,23.3206,24.5432,526,446,47,37
Q4,Q4_iXiSFSGws-c_0,29.3503,30.7285,442,394,43,41
Q4,Q4_iXiSFSGws-c_2,29.4637,30.9034,402,358,58,41
Q4,Q4_j8Ir-ssM-AA_0,19.8247,21.1524,760,696,39,31
Q4,Q4_j8Ir-ssM-AA_1,24.0276,25.5535,424,362,35,39
Q4,Q4_jCLgDtk695I_2,29.057,30.3648,352,316,36,42
Q4,Q4_jNzZCplNNyY_0,26.3991,27.1323,558,456,42,37
Q4,Q4_jO2zX6Ul8GM_2,26.4914,27.7415,410,348,50,36
Q4,Q4_jSWItJI-Gmk_0,23.6264,25.077,408,364,31,44
Q4,Q4_jSWItJI-Gmk_1,24.3503,26.7762,392,334,55,29
Q4,Q4_k-FNDbK6Qhg_1,34.2727,35.1609,552,506,54,35
Q4,Q4_lQCrA2TE-fo_0,29.4384,30.186,346,292,36,42
Q4,Q4_lQCrA2TE-fo_1,28.953,29.651,354,298,35,43
Q4,Q4_ldCQ6N9G6Mk_0,35.7589,38.9211,132,112,34,65
Q4,Q4_ldCQ6N9G6Mk_1,37.625,38.7747,344,312,43,51
Q4,Q4_ldCQ6N9G6Mk_5,40.0603,41.2796,864,796,55,35
Q4,Q4_ltNK_MY1HkM_0,30.4563,32.2535,218,160,45,38
Q4,Q4_ltNK_MY1HkM_2,27.7054,28.8621,148,112,33,38
Q4,Q4_ltxNPJda7zE_0,32.7955,35.0442,204,176,47,50
Q4,Q4_ltxNPJda7zE_1,40.6378,41.8285,274,254,50,38
Q4,Q4_ltxNPJda7zE_3,36.5164,40.5958,384,366,55,38
Q4,Q4_ltxNPJda7zE_4,34.8354,37.7398,172,158,64,33
Q4,Q4_lvfNo4KOTmM_0,21.0296,22.7459,368,338,39,38
Q4,Q4_mGYKWCVnMwQ_0,21.3374,23.1489,494,406,43,32
Q4,Q4_mGYKWCVnMwQ_1,21.8383,24.0681,628,532,44,38
Q4,Q4_nGkpcWNAxDU_0,24.6108,27.3536,524,406,63,29
Q4,Q4_nGkpcWNAxDU_1,27.2525,28.5221,682,594,40,44
Q4,Q4_nGkpcWNAxDU_2,24.5599,26.5594,580,534,64,32
Q4,Q4_oTi57hZfArE_1,23.7429,24.9662,268,210,43,38
Q4,Q4_pRuwHN-lI44_0,26.685,28.7547,458,400,48,42
Q4,Q4_pRuwHN-lI44_1,27.6105,29.8694,410,362,45,35
Q4,Q4_pRuwHN-lI44_2,28.4672,29.8683,304,274,43,46
Q4,Q4_pkz8OkWhwnk_1,31.1413,31.9055,414,368,31,38
Q4,Q4_q4T8Znozvkk_0,24.5607,25.552,312,214,40,36
Q4,Q4_qRceKZtwRWA_0,23.1174,25.0189,286,230,50,27
Q4,Q4_rW1I58_lMEg_0,21.6881,24.3074,448,404,36,39
Q4,Q4_rW1I58_lMEg_3,22.6965,24.8704,624,570,41,34
Q4,Q4_sA9ac1rod84_1,21.2102,22.3441,628,590,43,40
Q4,Q4_u_7b9CwyM8Q_1,23.7316,25.3237,328,272,55,29
Q4,Q4_vBHoSz8cJIE_3,29.84,32.5138,522,450,53,42
Q4,Q4_vJ77eDxHezE_0,27.3138,29.4704,714,650,52,41
Q4,Q4_vJ77eDxHezE_1,27.5612,29.54,658,588,40,44
Q4,Q4_vpTguZtJAFA_0,24.7638,25.875,362,326,32,39
Q4,Q4_vpTguZtJAFA_2,29.3584,30.7385,508,438,46,41
Q4,Q4_wzSr6qR3Ra0_0,22.6452,24.4423,438,372,57,26
Q4,Q4_xgtwQGeB6_0_0,18.5966,20.6514,484,414,55,26
Q4,Q4_xrhWli_R98g_0,32.55,33.8141,508,460,31,50
Q4,Q4_xrhWli_R98g_2,34.6724,35.8564,378,348,48,38
Q4,Q4_yC0fAQxGgr0_1,23.0234,24.5307,696,598,36,40
